index,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,cohort,gmt_library
0,prerank,KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,0.6834837756309732,2.420301339329417,0.0,0.0,0.0,30/62,8.88%,CFD;C4BPB;F12;F11;SERPING1;PLAT;F8;C4BPA;F2;C4A;KNG1;PROS1;FGB;C1S;F9;F7;FGG;C1QA;F5;C7;KLKB1;F10;C8B;C9;SERPINA5;SERPIND1;PROC;C4B;FGA;MASP1,ciao,KEGG
1,prerank,KEGG_FATTY_ACID_METABOLISM,-0.6757513862025032,-2.382004249003666,0.0,0.0,0.0,18/32,16.64%,ADH1A;ADH1C;CPT1A;ADH4;EHHADH;ACAA1;ACOX1;HADH;ACADVL;ADH1B;ECI2;ECHS1;ADH6;ADH5;ACADM;HADHA;ACSL3;ACSL5,ciao,KEGG
2,prerank,KEGG_TYROSINE_METABOLISM,-0.721547977078309,-2.1460353927446634,0.0,0.009404247660187185,0.009,10/16,17.01%,ADH1A;ADH1C;ADH4;ADH1B;ADH6;ADH5;MIF;GOT2;COMT;DBH,ciao,KEGG
3,prerank,KEGG_PROTEASOME,-0.5635962305751516,-2.075807992669384,0.0,0.014248860091192705,0.021,26/39,28.06%,PSMA6;PSMC4;PSMA2;PSMD1;PSMA4;PSMC3;PSMD4;PSMB1;PSMD13;PSMD7;PSMD3;PSMD11;PSMD6;PSMB9;PSMA7;PSMC2;PSMB7;PSMB2;PSMD14;PSME4;PSMC1;PSMB10;PSMD8;PSMB3;PSMA3;PSMC5,ciao,KEGG
4,prerank,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,-0.6672597088182619,-2.0619497762040453,0.002793296089385475,0.011969042476601872,0.024,11/19,19.18%,ADH1A;ADH1C;ADH4;AKR1C3;MGST2;ADH1B;ADH6;ADH5;GSTO1;GSTK1;GSTP1,ciao,KEGG
5,prerank,KEGG_STARCH_AND_SUCROSE_METABOLISM,-0.6999875592318848,-2.053952495390904,0.0,0.009917206623470122,0.025,7/16,8.95%,PYGL;HK1;PYGB;UXS1;PGM2L1;GYS1;GBE1,ciao,KEGG
6,prerank,KEGG_PEROXISOME,-0.5484749970269109,-2.036344794568367,0.0,0.009689224862011039,0.028,17/39,18.39%,AGPS;SCP2;EHHADH;ACAA1;HMGCL;SOD1;ACOX1;PRDX1;ECH1;ECI2;EPHX2;HSD17B4;PRDX5;ACSL3;ACSL5;ACOT8;GSTK1,ciao,KEGG
7,prerank,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,-0.6469352531675006,-1.9834016812519633,0.00273224043715847,0.013678905687544997,0.049,10/18,19.18%,ADH1A;ADH1C;ADH4;MGST2;ADH1B;ADH6;ADH5;GSTO1;GSTK1;GSTP1,ciao,KEGG
8,prerank,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,-0.5270861930624432,-1.9706148355160154,0.0,0.013037706983441325,0.054,20/40,20.25%,ADH1A;HK1;ADH1C;ADH4;ALDOA;ALDOB;ENO3;DLD;ADH1B;LDHB;TPI1;ADH6;ADH5;LDHA;PGM1;ACSS2;PDHA1;PCK2;FBP2;PGK1,ciao,KEGG
9,prerank,KEGG_HUNTINGTONS_DISEASE,-0.4284103664647807,-1.8935241967810532,0.0048543689320388345,0.02146828253739701,0.098,42/95,22.06%,SLC25A6;SOD1;MT-ATP8;SLC25A5;BDNF;NDUFA4;ATP5F1C;SDHC;MT-CO1;UQCRC1;PLCB4;BAX;VDAC2;CYCS;PPID;GNAQ;VDAC1;NDUFV1;SDHB;COX4I1;AP2B1;COX7C;CASP3;TGM2;AP2S1;UQCRC2;AP2M1;DCTN4;COX6C;ITPR1;ATP5PD;APAF1;COX7A2;MT-CO2;SDHA;COX6B1;COX5B;NDUFB4;UQCRH;UQCRB;NDUFS1;ATP5PO,ciao,KEGG
10,prerank,KEGG_PARKINSONS_DISEASE,-0.4145452495933537,-1.7986613563898284,0.0,0.04291756659467243,0.196,34/79,22.06%,SLC25A6;MT-ATP8;SLC25A5;NDUFA4;ATP5F1C;SEPTIN5;SDHC;MT-CO1;UQCRC1;VDAC2;CYCS;PPID;VDAC1;NDUFV1;UBA7;SDHB;PARK7;COX4I1;COX7C;CASP3;UQCRC2;COX6C;ATP5PD;APAF1;COX7A2;MT-CO2;SDHA;COX6B1;COX5B;NDUFB4;UQCRH;UQCRB;NDUFS1;ATP5PO,ciao,KEGG
11,prerank,KEGG_CITRATE_CYCLE_TCA_CYCLE,-0.5125582540920837,-1.7716954601243675,0.003076923076923077,0.04849793834675044,0.239,13/26,19.89%,FH;ACO1;SDHC;DLD;ACO2;CS;MDH2;SDHB;OGDH;PDHA1;SDHA;PCK2;SUCLA2,ciao,KEGG
12,prerank,KEGG_ARGININE_AND_PROLINE_METABOLISM,-0.4976283205840699,-1.7082897700570359,0.00641025641025641,0.07551895848332134,0.366,10/28,15.97%,ASL;ACY1;CKM;ASS1;LAP3;OTC;ALDH4A1;GLUD1;GOT2;PYCR3,ciao,KEGG
14,prerank,KEGG_LYSINE_DEGRADATION,-0.575196107731136,-1.6625499622305828,0.03287671232876712,0.09719914714515146,0.462,6/14,16.56%,EHHADH;HADH;PLOD1;ECHS1;HADHA;OGDH,ciao,KEGG
0,prerank,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.5515623410002624,2.2248853392357315,0.0,0.0,0.0,48/140,8.82%,COL7A1;CDH2;IGFBP2;TAGLN;LAMA2;COMP;ELN;FBN1;POSTN;TNC;COL16A1;CDH11;SPP1;FBLN1;LRP1;FBLN5;FBLN2;SFRP4;MMP3;COL6A3;QSOX1;NOTCH2;VCAN;CDH6;FMOD;COL6A2;VIM;SDC1;COL11A1;MMP1;MXRA5;EFEMP2;SCG2;BASP1;CAPG;ACTA2;COPA;MGP;CXCL12;PRSS2;TPM1;VEGFA;PCOLCE;MMP2;ABI3BP;LUM;GPC1;CD44,ciao,Hallmark
1,prerank,HALLMARK_COAGULATION,0.5608536869416154,2.1890542071642707,0.0,0.0,0.0,40/109,12.97%,APOC1;CFD;COMP;FBN1;CTSB;MMP7;F12;F11;SERPING1;PLAT;LRP1;GSN;GNG12;MMP3;F8;F2;PROS1;C1S;F9;MMP1;FGG;C1QA;APOC3;APOA1;KLKB1;F10;C8B;C9;MMP2;PROC;FGA;ANG;MMP10;ITIH1;HPN;PEF1;CPN1;CLU;CRIP2;CAPN2,ciao,Hallmark
