index,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,cohort,gmt_library
0,prerank,KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,0.6834837756309732,2.420301339329417,0.0,0.0,0.0,30/62,8.88%,CFD;C4BPB;F12;F11;SERPING1;PLAT;F8;C4BPA;F2;C4A;KNG1;PROS1;FGB;C1S;F9;F7;FGG;C1QA;F5;C7;KLKB1;F10;C8B;C9;SERPINA5;SERPIND1;PROC;C4B;FGA;MASP1,ciao,KEGG
1,prerank,KEGG_FATTY_ACID_METABOLISM,-0.6757513862025032,-2.382004249003666,0.0,0.0,0.0,18/32,16.64%,ADH1A;ADH1C;CPT1A;ADH4;EHHADH;ACAA1;ACOX1;HADH;ACADVL;ADH1B;ECI2;ECHS1;ADH6;ADH5;ACADM;HADHA;ACSL3;ACSL5,ciao,KEGG
2,prerank,KEGG_TYROSINE_METABOLISM,-0.721547977078309,-2.1460353927446634,0.0,0.009404247660187185,0.009,10/16,17.01%,ADH1A;ADH1C;ADH4;ADH1B;ADH6;ADH5;MIF;GOT2;COMT;DBH,ciao,KEGG
5,prerank,KEGG_STARCH_AND_SUCROSE_METABOLISM,-0.6999875592318848,-2.053952495390904,0.0,0.009917206623470122,0.025,7/16,8.95%,PYGL;HK1;PYGB;UXS1;PGM2L1;GYS1;GBE1,ciao,KEGG
6,prerank,KEGG_PEROXISOME,-0.5484749970269109,-2.036344794568367,0.0,0.009689224862011039,0.028,17/39,18.39%,AGPS;SCP2;EHHADH;ACAA1;HMGCL;SOD1;ACOX1;PRDX1;ECH1;ECI2;EPHX2;HSD17B4;PRDX5;ACSL3;ACSL5;ACOT8;GSTK1,ciao,KEGG
0,prerank,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.5515623410002624,2.2248853392357315,0.0,0.0,0.0,48/140,8.82%,COL7A1;CDH2;IGFBP2;TAGLN;LAMA2;COMP;ELN;FBN1;POSTN;TNC;COL16A1;CDH11;SPP1;FBLN1;LRP1;FBLN5;FBLN2;SFRP4;MMP3;COL6A3;QSOX1;NOTCH2;VCAN;CDH6;FMOD;COL6A2;VIM;SDC1;COL11A1;MMP1;MXRA5;EFEMP2;SCG2;BASP1;CAPG;ACTA2;COPA;MGP;CXCL12;PRSS2;TPM1;VEGFA;PCOLCE;MMP2;ABI3BP;LUM;GPC1;CD44,ciao,Hallmark
1,prerank,HALLMARK_COAGULATION,0.5608536869416154,2.1890542071642707,0.0,0.0,0.0,40/109,12.97%,APOC1;CFD;COMP;FBN1;CTSB;MMP7;F12;F11;SERPING1;PLAT;LRP1;GSN;GNG12;MMP3;F8;F2;PROS1;C1S;F9;MMP1;FGG;C1QA;APOC3;APOA1;KLKB1;F10;C8B;C9;MMP2;PROC;FGA;ANG;MMP10;ITIH1;HPN;PEF1;CPN1;CLU;CRIP2;CAPN2,ciao,Hallmark
2,prerank,HALLMARK_FATTY_ACID_METABOLISM,-0.47841352116838665,-2.1321353485448444,0.0,0.0,0.0,33/98,12.99%,ADH1C;CPT1A;FH;EHHADH;ALDH1A1;ACAA1;ALDOA;HMGCL;VNN1;ENO3;ACOX1;HADH;CD36;RAP1GDS1;ACADVL;ECH1;SDHC;DLD;CA2;ACO2;UROD;ECI2;ERP29;ECHS1;DECR1;MDH2;GPD2;RDH11;OSTC;HSD17B4;MIF;ACADM;LDHA,ciao,Hallmark
3,prerank,HALLMARK_PEROXISOME,-0.5421449577337814,-2.1214004678812546,0.0,0.0,0.0,21/51,18.39%,SCP2;EHHADH;ALDH1A1;ACAA1;HMGCL;SOD1;MVP;ACOX1;PRDX1;ISOC1;ECH1;ECI2;FDPS;TTR;RDH11;EPHX2;HSD17B4;PRDX5;ACSL5;ACOT8;GSTK1,ciao,Hallmark
4,prerank,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.421683890572759,-2.014560246917413,0.0,0.0013810320558786816,0.004,62/138,22.06%,CPT1A;FH;SLC25A6;ACAA1;SLC25A5;NDUFA4;LRPPRC;ATP5F1C;ACADVL;ECH1;ETFB;SLC25A3;SDHC;DLD;UQCRC1;ATP5MG;BAX;ACO2;VDAC2;LDHB;CS;ECHS1;CYCS;DECR1;MDH2;VDAC1;FXN;PRDX3;NDUFV1;NNT;SDHB;COX4I1;OPA1;COX7C;ACADM;LDHA;PHB2;HADHA;AFG3L2;UQCRC2;ETFA;COX6C;GLUD1;ATP5PD;GOT2;COX7A2;TOMM70;OGDH;PDHA1;SDHA;COX6B1;HSD17B10;IMMT;SUCLA2;NQO2;COX5B;NDUFB4;UQCRH;ATP5MF;UQCRB;NDUFS1;ATP5PO,ciao,Hallmark
5,prerank,HALLMARK_ANGIOGENESIS,0.6345556733940113,1.8978983041115813,0.0014925373134328358,0.001316908557162062,0.004,11/24,8.97%,POSTN;PRG2;SPP1;NRP1;VCAN;VTN;SERPINA5;LPL;VEGFA;LUM;PGLYRP1,ciao,Hallmark
6,prerank,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.5145309736233346,1.8102248697542367,0.001321003963011889,0.006913769925100826,0.028,23/54,24.92%,NBL1;CCN5;INHBB;TSKU;OLFML3;MINDY1;SLC16A1;CXCL12;PODXL;B4GALT1;MAST4;CD44;ELF1;CELSR1;BLVRB;FASN;FCMR;PRSS23;DYNLT3;IGF1R;KRT13;CANT1;GFRA1,ciao,Hallmark
0,prerank,REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,0.7339450769789118,2.423776348841292,0.0,0.0,0.0,19/36,9.30%,F12;F11;SERPING1;F8;F2;KNG1;PROS1;FGB;F9;F7;FGG;F5;KLKB1;F10;SERPINA5;SERPIND1;PROC;FGA;GP5,ciao,Reactome
1,prerank,REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,0.800585570934663,2.3679849428974045,0.0,0.0,0.0,14/23,9.30%,F12;F11;SERPING1;F8;F2;KNG1;PROS1;F9;KLKB1;F10;SERPINA5;SERPIND1;PROC;GP5,ciao,Reactome
2,prerank,REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,0.6117453661655629,2.326919684964618,0.0,0.0,0.0,51/89,17.79%,IGFBP1;CDH2;IGFBP2;CST3;MSLN;FBN1;TNC;IGFBP6;SPP1;CHGB;IGFBP7;SPARCL1;CSF1;QSOX1;CHRDL1;VCAN;APOA2;F2;C4A;APOE;KNG1;PRKCSH;HSP90B1;CTSG;MMP1;FGG;F5;SCG2;APOA1;VWA1;MIA3;NUCB1;GAS6;SERPIND1;APOB;MMP2;PROC;FGA;ITIH2;DNAJC3;VGF;PCSK9;AHSG;LGALS1;HRC;PENK;CP;GZMH;TGOLN2;DMP1;PRSS23,ciao,Reactome
3,prerank,REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,0.7531339334379501,2.29273510144008,0.0,0.0,0.0,18/27,10.66%,OMD;PRELP;CSPG4;VCAN;ACAN;FMOD;SDC1;HEXA;OGN;LUM;CHST14;B4GALT1;NCAN;GPC1;GPC4;HEXB;CSPG5;B3GAT3,ciao,Reactome
5,prerank,REACTOME_DISEASES_OF_GLYCOSYLATION,0.6049255634115879,2.2429325810128105,0.0,0.00016087893524958021,0.001,35/70,18.06%,OMD;PRELP;ADAMTSL4;SPON1;CSPG4;ADAMTS17;NOTCH2;LFNG;VCAN;ACAN;FMOD;SDC1;HEXA;SPON2;NOTCH3;ADAMTS2;OGN;LUM;CHST14;DPAGT1;ADAMTS8;B4GALT1;NCAN;GPC1;GPC4;HEXB;CSPG5;B3GAT3;ALG12;AGRN;SBSPON;ADAMTSL3;ADAMTSL2;DCN;THBS2,ciao,Reactome
